Ticker,Volume,Market Capitalization,Sector,Country,Number of Employees,Industry,Exchange
MIDD,559048,4702068000,Producer Manufacturing,United States,9778,Industrial Machinery,NASDAQ
IDA,181446,4692212700,Utilities,United States,1985,Electric Utilities,NYSE
TOL,2396408,4673398800,Consumer Durables,United States,5100,Homebuilding,NYSE
AZEK,376676,4669227601,Consumer Durables,United States,1429,Home Furnishings,NYSE
RARE,387921,4646695284,Health Technology,United States,740,Biotechnology,NASDAQ
NEU,22135,4643040602,Process Industries,United States,2118,Chemicals: Specialty,NYSE
TREE,152010,4622007820,Finance,United States,1107,Finance/Rental/Leasing,NASDAQ
USFD,2058982,4617110720,Distribution Services,United States,28000,Food Distributors,NYSE
IIVI,1073462,4602983920,Electronic Technology,United States,12487,Electronic Equipment/Instruments,NASDAQ
HAE,278331,4594259306,Health Technology,United States,3004,Medical Specialties,NYSE
TERP,1861707,4584785040,Utilities,United States,174,Alternative Power Generation,NASDAQ
SHLX,635018,4581828500,Industrial Services,United States,,Oil & Gas Pipelines,NYSE
EVBG,323403,4576842501,Technology Services,United States,948,Packaged Software,NASDAQ
CFR,271074,4566398200,Finance,United States,4659,Regional Banks,NYSE
PSTG,2329799,4566329060,Electronic Technology,United States,3400,Computer Peripherals,NYSE
ORCC,1139778,4548006300,Finance,United States,,Investment Managers,NYSE
DAR,808599,4538498320,Process Industries,United States,10100,Agricultural Commodities/Milling,NYSE
TTEK,354143,4535491095,Industrial Services,United States,20000,Environmental Services,NASDAQ
MRO,18246830,4520584640,Energy Minerals,United States,2000,Oil & Gas Production,NYSE
ONEM,1376763,4487598660,Health Services,United States,1700,Medical/Nursing Services,NASDAQ
JEF,1108105,4484565220,Finance,United States,4800,Investment Banks/Brokers,NYSE
SLAB,179553,4467026425,Electronic Technology,United States,1545,Semiconductors,NASDAQ
UA,6513675,4463734190,Consumer Non-Durables,United States,16400,Apparel/Footwear,NYSE
MSA,120183,4460425905,Consumer Durables,United States,4800,Other Consumer Specialties,NYSE
VRT,1550890,4459834960,Electronic Technology,United States,19800,Electronic Production Equipment,NYSE
HOG,2235253,4452739110,Consumer Durables,United States,5000,Motor Vehicles,NYSE
LM,550114,4445651028,Finance,United States,3059,Investment Managers,NYSE
SNDR,482154,4441042984,Transportation,United States,15650,Trucking,NYSE
SAIC,619728,4437400920,Technology Services,United States,24000,Information Technology Services,NYSE
DSGX,126807,4436836120,Technology Services,Canada,1547,Information Technology Services,NASDAQ
MMS,194483,4420638460,Commercial Services,United States,29600,Miscellaneous Commercial Services,NYSE
NVRO,181783,4411619408,Health Technology,United States,853,Medical Specialties,NYSE
LOPE,216310,4396843555,Commercial Services,United States,4350,Miscellaneous Commercial Services,NASDAQ
CYBR,336837,4396788528,Technology Services,Israel,1380,Packaged Software,NASDAQ
TRGP,1283575,4377918480,Energy Minerals,United States,2680,Oil Refining/Marketing,NYSE
MDU,608370,4373384820,Utilities,United States,13359,Gas Distributors,NYSE
GBT,488600,4371857122,Health Technology,United States,352,Biotechnology,NASDAQ
HFC,1463848,4367684280,Energy Minerals,United States,4074,Oil Refining/Marketing,NYSE
TCF,508411,4365528300,Finance,United States,,Major Banks,NASDAQ
PLNT,1261887,4362904242,Consumer Services,United States,1735,Other Consumer Services,NYSE
DXC,2027862,4357351950,Technology Services,United States,138000,Data Processing Services,NYSE
CCMP,204161,4346707148,Electronic Technology,United States,2047,Semiconductors,NASDAQ
FFIN,592251,4341078560,Finance,United States,1345,Regional Banks,NASDAQ
WES,1034194,4315398120,Energy Minerals,United States,979,Oil Refining/Marketing,NYSE
NOMD,668179,4309849500,Consumer Non-Durables,United Kingdom,4775,Food: Specialty/Candy,NYSE
ALSN,480761,4306384850,Producer Manufacturing,United States,3700,Trucks/Construction/Farm Machinery,NYSE
LANC,65905,4306254000,Consumer Non-Durables,United States,3200,Food: Specialty/Candy,NASDAQ
ALK,2781094,4297830100,Transportation,United States,24134,Airlines,NYSE
QLYS,334911,4296398520,Technology Services,United States,1289,Packaged Software,NASDAQ
MRCY,197894,4293331614,Electronic Technology,United States,1661,Electronic Equipment/Instruments,NASDAQ
PE,5506578,4285510300,Energy Minerals,United States,496,Oil & Gas Production,NYSE
AGI,2809159,4278581100,Non-Energy Minerals,Canada,2266,Precious Metals,NYSE
HUN,2115115,4260716880,Process Industries,United States,10000,Chemicals: Major Diversified,NYSE
WH,555506,4255166755,Consumer Services,United States,14200,Hotels/Resorts/Cruise lines,NYSE
HQY,604047,4240156926,Finance,United States,2931,Investment Managers,NASDAQ
EV,350044,4229687532,Finance,United States,1871,Investment Managers,NYSE
FCNCA,23803,4221062663,Finance,United States,7176,Regional Banks,NASDAQ
NTNX,3178094,4214263680,Technology Services,United States,5340,Packaged Software,NASDAQ
TNET,280435,4209801596,Commercial Services,United States,2900,Miscellaneous Commercial Services,NYSE
ENV,194568,4204028416,Technology Services,United States,4190,Packaged Software,NYSE
MDLA,886770,4198617500,Technology Services,United States,1579,Packaged Software,NYSE
LFUS,59357,4190661216,Producer Manufacturing,United States,11300,Electrical Products,NASDAQ
FCN,401281,4183575291,Commercial Services,United States,5567,Miscellaneous Commercial Services,NYSE
MAN,511830,4180187701,Commercial Services,United States,28000,Personnel Services,NYSE
SLGN,599506,4179836700,Process Industries,United States,13100,Containers/Packaging,NASDAQ
LOGM,309568,4176731312,Technology Services,United States,3974,Internet Software/Services,NASDAQ
BLD,244365,4161567464,Producer Manufacturing,United States,10400,Building Products,NYSE
BLUE,449505,4159090320,Health Technology,United States,1090,Biotechnology,NASDAQ
ICL,114955,4148982000,Process Industries,Israel,12117,Chemicals: Agricultural,NYSE
EDVMF,33398,4130360460,Non-Energy Minerals,United Kingdom,7177,Precious Metals,OTC
EXPO,181749,4124187459,Industrial Services,United States,1201,Engineering & Construction,NASDAQ
NKTR,734517,4108009200,Health Technology,United States,723,Pharmaceuticals: Major,NASDAQ
IART,187968,4105557609,Health Technology,United States,4000,Medical Specialties,NASDAQ
RLI,377808,4102860310,Finance,United States,905,Property/Casualty Insurance,NYSE
DVN,5428010,4098100000,Energy Minerals,United States,1800,Oil & Gas Production,NYSE
CBPO,133450,4097414288,Health Technology,China,2269,Biotechnology,NASDAQ
OGS,180544,4083867600,Utilities,United States,3600,Gas Distributors,NYSE
ETRN,4642439,4082139200,Industrial Services,United States,800,Oil & Gas Pipelines,NYSE
BHVN,415945,4076767730,Health Technology,United States,647,Pharmaceuticals: Major,NYSE
JHG,1300884,4075504560,Finance,United Kingdom,2335,Investment Managers,NYSE
ALLK,285278,4073457392,Health Technology,United States,90,Pharmaceuticals: Major,NASDAQ
CZZ,1102974,4063541686,Energy Minerals,Brazil,,Oil Refining/Marketing,NYSE
WING,626176,4047250230,Consumer Services,United States,784,Restaurants,NASDAQ
BPMC,377192,4046367300,Health Technology,United States,383,Biotechnology,NASDAQ
QRTEA,2427601,4038259050,Retail Trade,United States,25228,Internet Retail,NASDAQ
HE,245865,4035090650,Utilities,United States,3841,Electric Utilities,NYSE
AYI,361981,4023592474,Producer Manufacturing,United States,12000,Electrical Products,NYSE
ICUI,49993,4009403704,Health Technology,United States,8000,Medical Specialties,NASDAQ
GPK,2790391,4006930800,Process Industries,United States,18000,Containers/Packaging,NYSE
DKS,1375624,3989350606,Retail Trade,United States,41600,Specialty Stores,NYSE
LSCC,1998003,3987533260,Electronic Technology,United States,747,Semiconductors,NASDAQ
ESNT,555362,3971904590,Finance,Bermuda,387,Specialty Insurance,NYSE
NEOG,147362,3965125940,Health Technology,United States,,Medical Specialties,NASDAQ
YETI,959197,3964182711,Producer Manufacturing,United States,790,Miscellaneous Manufacturing,NYSE
MUSA,380849,3963776960,Retail Trade,United States,9900,Specialty Stores,NYSE
RDFN,904415,3962911656,Finance,United States,3377,Real Estate Development,NASDAQ
BOKF,202294,3960376411,Finance,United States,5107,Regional Banks,NASDAQ
NEO,1028020,3949362650,Health Services,United States,1700,Medical/Nursing Services,NASDAQ
QRTEB,168,3946575150,Retail Trade,United States,25228,Internet Retail,NASDAQ
FLS,622829,3945420320,Producer Manufacturing,United States,17000,Industrial Machinery,NYSE
SSD,248862,3939576960,Producer Manufacturing,United States,3337,Building Products,NYSE
MAT,8541628,3933823320,Consumer Durables,United States,24000,Recreational Products,NASDAQ
CCOI,158307,3933732843,Communications,United States,1051,Specialty Telecommunications,NASDAQ
NEP,704343,3926521648,Utilities,United States,,Alternative Power Generation,NYSE
NCLH,25494156,3925941320,Consumer Services,United States,36000,Hotels/Resorts/Cruise lines,NYSE
POR,439551,3925873656,Utilities,United States,2949,Electric Utilities,NYSE
TFSL,134197,3919200570,Finance,United States,,Savings Banks,NASDAQ
CAE,229307,3908520550,Commercial Services,Canada,10500,Miscellaneous Commercial Services,NYSE
CRI,1123609,3904944165,Retail Trade,United States,20300,Apparel/Footwear Retail,NYSE
PPC,557115,3904628850,Consumer Non-Durables,United States,58500,Food: Meat/Fish/Dairy,NASDAQ
VVV,1019093,3885630000,Process Industries,United States,7900,Chemicals: Major Diversified,NYSE
SWX,223051,3870937140,Utilities,United States,2295,Gas Distributors,NYSE
ESGR,30172,3867303834,Finance,Bermuda,1444,Insurance Brokers/Services,NASDAQ
WMGI,383997,3861484480,Health Technology,Netherlands,3030,Medical Specialties,NASDAQ
BLDP,4646556,3851853540,Producer Manufacturing,Canada,610,Electrical Products,NASDAQ
NGHC,593918,3847363190,Finance,United States,9200,Property/Casualty Insurance,NASDAQ
NXST,201363,3847346500,Consumer Services,United States,16193,Broadcasting,NASDAQ
WAL,497660,3840329920,Finance,United States,1835,Regional Banks,NYSE
AWI,579146,3830298472,Producer Manufacturing,United States,2500,Building Products,NYSE
THG,172833,3824488635,Finance,United States,4300,Property/Casualty Insurance,NYSE
HLI,232934,3820397385,Finance,United States,1491,Investment Banks/Brokers,NYSE
IVPAF,72043,3814569000,Non-Energy Minerals,Canada,,Other Metals/Minerals,OTC
HXL,624233,3811355020,Electronic Technology,United States,6977,Aerospace & Defense,NYSE
BKH,411909,3801376826,Utilities,United States,2944,Electric Utilities,NYSE
CW,257013,3799413342,Electronic Technology,United States,9100,Aerospace & Defense,NYSE
NEWR,1092659,3797605248,Technology Services,United States,2131,Information Technology Services,NYSE
GO,645984,3796699008,Retail Trade,United States,847,Food Retail,NASDAQ
IBKR,516779,3790068078,Finance,United States,1643,Investment Banks/Brokers,NASDAQ
TPX,825541,3787034284,Consumer Durables,United States,7400,Home Furnishings,NYSE
FGEN,412475,3784276609,Health Technology,United States,531,Biotechnology,NASDAQ
CRUS,554430,3782764800,Electronic Technology,United States,1443,Semiconductors,NASDAQ
NFG,467748,3768706928,Energy Minerals,United States,2107,Integrated Oil,NYSE
PAG,298771,3763165647,Retail Trade,United States,27000,Specialty Stores,NYSE
FOLD,2116519,3749011200,Health Technology,United States,584,Biotechnology,NASDAQ
MSM,322284,3743336977,Distribution Services,United States,6700,Wholesale Distributors,NYSE
MEDP,394997,3742975845,Commercial Services,United States,3500,Miscellaneous Commercial Services,NASDAQ
UBSI,541608,3729877200,Finance,United States,2204,Regional Banks,NASDAQ
RBC,99697,3720518854,Producer Manufacturing,United States,19560,Industrial Machinery,NYSE
TPR,5701350,3719040060,Retail Trade,United States,21000,Apparel/Footwear Retail,NYSE
NVTA,1909314,3716636490,Health Services,United States,1300,Medical/Nursing Services,NYSE
TXRH,1506422,3698424288,Consumer Services,United States,67900,Restaurants,NASDAQ
PFGC,920731,3697544710,Distribution Services,United States,18000,Food Distributors,NYSE
KNSL,81659,3696711606,Finance,United States,275,Multi-Line Insurance,NASDAQ
STMP,194569,3690189150,Commercial Services,United States,1313,Miscellaneous Commercial Services,NASDAQ
HALO,1138645,3690093550,Health Technology,United States,132,Biotechnology,NASDAQ
UNM,2131245,3688004600,Finance,United States,10300,Life/Health Insurance,NYSE
TATYF,2477,3687820503,Consumer Non-Durables,United Kingdom,4218,Food: Specialty/Candy,OTC
DOOO,59149,3684003916,Consumer Durables,Canada,13500,Recreational Products,NASDAQ
CFX,602367,3672870080,Producer Manufacturing,United States,15000,Industrial Machinery,NYSE
BBIO,318175,3671442500,Health Technology,United States,248,Biotechnology,NASDAQ
BLI,202374,3667812050,Technology Services,United States,,Packaged Software,NASDAQ
NTRA,480434,3662300956,Health Services,United States,1039,Medical/Nursing Services,NASDAQ
AER,1055330,3659652510,Finance,Ireland,390,Finance/Rental/Leasing,NYSE
MSGS,245412,3654221520,Consumer Services,United States,13000,Movies/Entertainment,NYSE
STRA,35063,3639417918,Consumer Services,United States,3076,Other Consumer Services,NASDAQ
ACDVF,30180,3638651769,Transportation,Canada,,Airlines,OTC
VAC,287048,3623624732,Consumer Services,United States,22000,Other Consumer Services,NYSE
EQT,5308207,3621171840,Energy Minerals,United States,647,Oil & Gas Production,NYSE
NOVT,72692,3618350856,Electronic Technology,United States,2290,Electronic Equipment/Instruments,NASDAQ
RXN,400305,3610176950,Producer Manufacturing,United States,6800,Industrial Machinery,NYSE
KWR,70751,3600733736,Process Industries,United States,4500,Chemicals: Specialty,NYSE
ASGN,145808,3591000000,Commercial Services,United States,67700,Personnel Services,NYSE
FTDR,993698,3586006200,Consumer Durables,United States,2300,Homebuilding,NASDAQ
FTI,4848875,3559525820,Industrial Services,United Kingdom,37000,Oilfield Services/Equipment,NYSE
FOXF,231561,3558451736,Consumer Durables,United States,2600,Recreational Products,NASDAQ
PVH,787109,3552529968,Consumer Non-Durables,United States,21500,Apparel/Footwear,NYSE
OPK,19863481,3550093700,Health Technology,United States,6096,Pharmaceuticals: Major,NASDAQ
NVST,655954,3541075040,Health Technology,United States,12500,Medical Specialties,NYSE
TKR,244103,3540867937,Producer Manufacturing,United States,18000,Metal Fabrication,NYSE
FRPT,175382,3537385670,Consumer Non-Durables,United States,462,Food: Specialty/Candy,NASDAQ
ARNA,734304,3534008940,Health Technology,United States,320,Biotechnology,NASDAQ
IOVA,943634,3531838080,Health Technology,United States,148,Biotechnology,NASDAQ
MNTA,886742,3531240000,Health Technology,United States,118,Biotechnology,NASDAQ
POWI,177981,3517849389,Electronic Technology,United States,699,Semiconductors,NASDAQ
IRDM,464421,3517264800,Communications,United States,497,Wireless Telecommunications,NASDAQ
CR,138800,3512337530,Producer Manufacturing,United States,13000,Miscellaneous Manufacturing,NYSE
STN,44131,3510843340,Industrial Services,Canada,22000,Engineering & Construction,NYSE
CCXI,386481,3500218800,Health Technology,United States,82,Biotechnology,NASDAQ
